,text,label
71855,@Angel_Long ur link don't work and i'm INCREDIBLY HORNY RIGHT NOW!  If u have a yahoo messenger lemme kno what it is please,0
71863,@CalamityK ... Seems to happen at this time when the US wakes up. Repost everything we've already posted... It's a pain ,1
71868,@calbo After you finish Breaking Dawn (Bk4) you'll have to read Midnight Sun off the author's webpage! Fab read from Edward's viewpoint ,1
71940,@BridalGlam @FannyLawren Article's featured on pg 32-33 of the May issue. I *think* it's available at bookstores. No link unfortunately ,0
71989,"@calebtweets I hate to be the bearer of bad news, but most cars just don't start if the alternator isn't working. ",0
72018,"@Calichica I go out with friends like once every 2-3 months, and it's always just to dinner lol I'm so boring ",1
72024,@CaliforniaLocal  Okay who lives in San Diego and wants to be my date to prom on June6th? Any takers?  Haha &lt;3,1
72053,"@angelajames I'd pimp myself, but my books aren't there.*cries* Plus there's the fact you've already read them. ",1
72123,@callkathy I was going to tweet admiration for your long work hours &amp; ongoing call until you gave it away w/ the spymaster update ,1
72172,@BridieMacdonald It's nice up there!  We used to take all our visiting relatives up your street to see the sign and view the city ,1
72232,@calmandready ahhh ok cool! Am playing dead space at the mo but may try the headset thing at one point! I just can't sing!!! ,0
72321,"@brightflashburn lmfao, he totally is! and he loves everyone.  he's like, the kind of fat edward cullen of the dog world!",0
72322,"@brightillusions  only one to fill that position. They've just tightened our borders or something  Which sucks, I want you to move here!",0
72330,@brightondoll haha that has to be the best analogy ever. mogwai to gremlin. love it. i love gizmo and the gremlins movies ,1
72345,@calvinharris THEY ALWAYS GO OFF IN MANCHESTER THEYRE SO ANNOYING! DRIVE ME MAD WHEN IM Q'ING FOR GIGS! gutted im not there tonight!  xx,0
72363,@Calypso2 Am fine thanks - going brown at last. No celebrations here  but wasn't a bad match. Spending time outdoors - and you?,0
72482,"@BritArchr Have been busy working in doors, servers have temporarily turned the office in to a sauna and not a Swedish girl in sight ",0
72530,"@AngelofMusic895 That's cool, though! Holding words that say HBD or something. AHhh i'M NOT IN IT.  Poor me. HAHAH.",0
72532,@angelomiw I was so upset at that! I love cm punk but I realllllly like jeff hardy  and I thought they were friends. bummer!,0
72533,"@angelonfire Chile ur feet r fine, the color is cool...and ur not alone with fat feet!! I'm n that club!! Holla ",1
72589,"@AngelSmit I *wish* I could go on the watermelon diet. But alas, just declaring that it is (totally!) the perfect evening for watermelon ",1
72607,@angelzrfree hey just read your blog  i'm so sorry but i know that you will figure something out. you and italy belong together!,0
72635,"@cameronmstewart I'd take up smoking so i could sound badass like Lawrence Tierney, but i'd probably end up sounding like June Gable ",0
72659,"@Britmum2070 to turn back time. get to change how something turned out, selfish i know, i would only use it once too ",1
72661,"@Britneezy  You'll be fine.  You just grown more into yourself, more authentic - IF you are paying attention and growing - It's GREAT! ",1
72683,@cameronrawson Im unable to login to the FTP it says password authentication failed  Im probs doing sumthing wrong but if not needs fixin,0
72690,@cameronreilly my kids would have a total incentive to work on it. The Guggenheim is the first museum that bought their dad's art ,1
72747,"@AngieBeyince Man, the last time I saw Beyonce live onstage was Sept. 2000 with DC! Everytime she is in concert solo I am BROKE!! ",0
72781,@angielim That's a little far. And last time I hung out with you and @sammwong you didn't enjoy the extra company. ,0
72830,@britneyspears is my hero. She is so down to earth and so amazing. I love you britney. &lt;3 night. ,1
72888,@camilleking You know that patent takes mad skillz to do so. Five bowls of rice seems a bit cheap for such art and finesse ,1
72952,"@BrittanieMarie lmao look @ u haha morning babe, think ill listen 2. &quot;soooo dammmnn goooood&quot; Yum @ @SongzYuuup  ... Yuuuuuuuup! lol",1
72963,"@brittanny He's gay, so your latter suggestion might not have the same rhetorical effect as it might have on a straight dude. ",1
72976,@CamtronSummers i won't know until i get my new work schedule  i can't go if its a mon wed thu or sun,0
72985,@CanadaBanana thx for reco - I'm hoping to find something new...If not... will probably goto Prince on Rupert and Grandview - my reco ,1
73052,"@Angpang Poor thing, hope she gets better soon. (keep monitoring her and go back if change/worse symptoms) Dont trust docs much ",0
73132,"@AngySTHB And damn it, the All-American Rejects actually did go to Porky's...one of them posted a pic drinking from a fishbowl ",0
73180,"@BRITTKNEEE_x like, a bathroom, with a shower in it, floor gets soaked it's fine. Can't explain, google it ",1
73194,"@brittneymccaig i put mama on bleep 82 watch while i got a drink ha, i like when micky says i love you during lttc ",0
73218,"@anima Dagger is nice, Actually I want to name her Spock... but she seems to dislike her new name...  Thank u mate",0
73234,"@canadiancopy Those people are everywhere. I mean, just look at Canada.  (See....folk prospering inspite of so-called hard times).",1
73238,@CanadianGir2112 I wasn't freaked! lol I don't take those kinds of things seriously..xpect those things w/only 140 characters to tweet! ,1
73297,@CandiceKei  I have no clue    It wouldn't turn on this morning and then it finally said system recovery and then bam everything gone.,0
73309,@AnimalPlanet My tv is playing last week's episode. I don't understand  Isn't Whale Wars supposed to be new at 9?,0
73317,@Anime81 Hey! Are you feeling better? Sorry I didn't call. I've been in a piss poor mood w/ work drama. ,0
73384,@aniqa_x heyy my bio exam (OCR) was pretty good today.  really not looking forward to chemistry... do you do edexcel chem? x,1
73385,@aniraangel Ahhh it's the best partt of living in Belgium   I simply use chocolate chips for baking for my hot chocolate. Truly Delicious,1
73424,@CandiCunningham I'll rock a slinger &amp; send u photo if someone xplains benefits Delux (padded) v. Sport (crossed back)? website v unclear ,0
73426,"@CandiCunningham woops, I accidentally sent you a reply to a concert invite..sorry. But while I'm here, I use SmugMug!  ",1
73479,@Broadway009 no  lol. i'm too much for them. haha kidding. but no i don't have one unfortunately. lol.,0
73557,@anmjbfilm  awww you're cute! Of course were hanging out again I'll call u next time I'm down in a week or soooo !!!,1
73560,@ann_aguirre @VictoriaDahl also  http://bit.ly/XCfTk i like it  wonder if i can use &quot;OH JOHN RINGO NO!&quot; in some reviews ;),1
73603,"@brockabrella The street and one of the gates. The ballpark carries the name of AT&amp;T.  Still, it really is a great park!",1
73607,@brockjohn09 lol i only shoot like every three months haha bcuz of skool im almost done but okie dokie!  no prob lets do it,1
73643,"   it relly sux tho, b/c my cuzins are 3 yrs older than me &amp; they dont even talk 2 me  ughhhh",0
73672,  Chicago trip delayed by one day due to sore throat and fever.  I think I caught it from Margaret in one of her Tweets ,0
73754,"@Brokentelephone sad day  i would go crazy, or just try and see where jody marsh is partying because she looks like an epic trainwreck",0
73807,"@CannonGod so do I! it looks so fun &amp; will tone my thighs what's too loose? However, me cannea affordey atm ",0
73887,@Broncos365 I am going to try and hit as much of camp as I can.  I might ask for some time off work.  ,1
73935,@annamcclary  Me either! Last weekend felt like memorial day weekend to us since we were finally well.  So I'm messed up too. ,1
73949,"@cape Yes, that's different. Unless they have a remarkable, unique and convertible value without which, velocity suffers a net loss ",1
73955,@capii well I'm shocked @A8M8Y been hanging with you guys but I must say I DO miss the twins and my tio and titi ,0
74038,@captain_erika OOC: OK  we're supposed to be climbing Mt. Seleya. Soval is talking with Jean and you're ahead with Archer and T'Pol,1
74076,"@Brooke087 hey babe, happy birthday for today!!! lol you stayed awake and saw it in, have a great day, pity about working ",0
74154,"@brookeiloveyou Mine too bb...my friends hate when I talked about Robsten  They are always like &quot;Yeah, yeah, whatever&quot;.",0
74160,@Brookeleeadams hang in there- health should be priority #1 right now! i do hate seeing good people get mistreated so i'm genuinely sorry ,0
74178,@anndouglas I was trying to reveal the writing under the art work with a candle flame. Guess I was holding the paper to close ,0
74212,@BrookeReviews at least I'm not the only one.  I can't even motivate myself to read....for the past 3 days! Sucks ,0
74218,@BrookeWyatt  IKR? Need to see something normal at the moment. (Rob) *grins* Glad u liked the pic. Sorry didn't leave link ,0
74230,@brooklynblack @HeavyHand Thanks! Its the recession so..I can't play!! Gotta stay on my grind...out of the country now. ,1
74325,"@AnnekaF Haha, I'm not that silly I'd need another job first. Got more plans into motion for moving overseas now anyhow ",1
74350,@annereardon ah not having my phone is the worst  i have stuff to tell yaa! ill find a way to contact you soon. haha,0
74351,@AnneRiceAuthor Absolutely! It makes me cry and makes me hope when my son gets older some peace and human rights have been laid down. ,0
74414,@browneph  I had the worst headache and then I didnt even get home until damn near 2 am.  Hard nite @ HB.,0
74436,"@annette_z I did hear that sad fact, yes.   Next Wednesday, let's all go for the hat trick: harumph hmph hump day",0
74471,@brownson5th saw star trek last night! i loved it..have not seen the skit yet..i'll have to look online for it. ,1
74499,"@brucebski  I've done that in the past, but have felt so weird doing it. Maybe it's time to do it again ",1
74556,@bruGADA No  it runs slower for sure and I can't text lying down anymore  not to mention the shady sh*t with texting LOL,0
74580,@Bruno_Mascolo no I waited to see it and mom made me leave  y? It's awesome! Tho I'd have prob done the same,0
74584,@Bruno108 I hope u have a wonderful time!If i lived in italy i would come have a drink.Never mind.  lol x,0
74605,@brutallegend is there any chance of ur game getting released on pc?i would love to play ur game but i don't have a console ,0
74631,@CareyLou_ sweet lol im not gonna b here for the photoshop class  but who r u going to warped tour withh?,0
74716,@CarissaCT my twitter and facebook accounts are linked  I'm considering adding commentary about every thing I do. That'll get the crowds.,1
